iter	Logloss
0	0.6258727324
1	0.5563655205
2	0.5068706067
3	0.4563910257
4	0.4090125748
5	0.37046349
6	0.3352387518
7	0.3071013652
8	0.2831929295
9	0.2618258539
10	0.2470672475
11	0.2327968204
12	0.2180656664
13	0.206863351
14	0.1980295703
15	0.1889923246
16	0.1802074785
17	0.1739903565
18	0.1677843516
19	0.1612379521
20	0.1567935175
21	0.152165897
22	0.1471858101
23	0.1429538499
24	0.1397401852
25	0.1362766115
26	0.1337281182
27	0.1309970333
28	0.128528052
29	0.1262481569
30	0.1242346605
31	0.1218673204
32	0.1201418807
33	0.1185459386
34	0.1171652367
35	0.1157323608
36	0.1144741307
37	0.1126297612
38	0.111435241
39	0.1097298208
40	0.1084574984
41	0.1073624501
42	0.1056194263
43	0.1040511312
44	0.1026184902
45	0.1016056772
46	0.1007328584
47	0.09988123294
48	0.09902472149
49	0.09765483331
50	0.09697368196
51	0.096242037
52	0.0953058934
53	0.09448138729
54	0.09374782979
55	0.09286229034
56	0.09169009036
57	0.09083953936
58	0.09016067423
59	0.08945002747
60	0.08884609754
61	0.08791007709
62	0.08733135722
63	0.08678027032
64	0.08607032875
65	0.08540420591
66	0.08468906859
67	0.08408240323
68	0.0835075347
69	0.08316850816
70	0.08243849546
71	0.08184511289
72	0.08123493907
73	0.08038317904
74	0.07956791142
75	0.0790291669
76	0.07847389503
77	0.07809929828
78	0.07748240865
79	0.07697195572
80	0.07622186667
81	0.07586136892
82	0.07521837135
83	0.07469363112
84	0.07421581961
85	0.07389323159
86	0.07341970452
87	0.07292240687
88	0.07262348817
89	0.07210081119
90	0.07167652991
91	0.07124679492
92	0.07067475692
93	0.07008055819
94	0.06952196847
95	0.06899325433
96	0.06869142914
97	0.06820587281
98	0.06771840876
99	0.0671841062
100	0.0668820568
101	0.0665820814
102	0.06577343517
103	0.06538734035
104	0.06481042351
105	0.06421124191
106	0.06378387659
107	0.06334459043
108	0.06298213561
109	0.06276747011
110	0.06238879287
111	0.06215686726
112	0.06166432231
113	0.0613840098
114	0.06114937813
115	0.06087434856
116	0.06055809646
117	0.06031825937
118	0.05981512375
119	0.05952324588
120	0.05923724282
121	0.05906144182
122	0.05873064364
123	0.05843163256
124	0.05798621009
125	0.05777005086
126	0.05753622926
127	0.05723794343
128	0.0567451115
129	0.05634015935
130	0.05612610793
131	0.05589025264
132	0.05557521003
133	0.05534790986
134	0.05499782853
135	0.05464468155
136	0.054429245
137	0.05425173084
138	0.05378205188
139	0.05336776855
140	0.05302233188
141	0.05270896906
142	0.05245774951
143	0.05229547122
144	0.05204940606
145	0.05167733986
146	0.05136902138
147	0.05104221272
148	0.05082510179
149	0.05059763212
150	0.0504294039
151	0.0500303966
152	0.04964360296
153	0.04943254758
154	0.04924725155
155	0.04900103044
156	0.04864769487
157	0.04832784586
158	0.04799456903
159	0.04766702685
160	0.0473795154
161	0.04715405877
162	0.04701546232
163	0.04683562394
164	0.04648680735
165	0.04617302653
166	0.04588081623
167	0.04577705333
168	0.04552994855
169	0.04528076638
170	0.04504294028
171	0.04480724389
172	0.04459238924
173	0.04433294467
174	0.04411482853
175	0.04391042816
176	0.04367381883
177	0.04340075857
178	0.04318595688
179	0.0429623286
180	0.0428065011
181	0.04263965476
182	0.04244755303
183	0.04232153378
184	0.04210228629
185	0.04190915741
186	0.04163283158
187	0.04140541637
188	0.04117354182
189	0.04097819716
190	0.0406895147
191	0.04036441419
192	0.04020198275
193	0.04004446348
194	0.03991496307
195	0.03964015715
196	0.03948791891
197	0.03933173682
198	0.03909036457
199	0.03891008938
200	0.03877368196
201	0.03873950406
202	0.03856643505
203	0.03836066525
204	0.03819264211
205	0.03787836981
206	0.03771527839
207	0.03756348298
208	0.0372749429
209	0.03716233446
210	0.03694199614
211	0.03683115872
212	0.03669004836
213	0.03657805319
214	0.03637911785
215	0.0361695384
216	0.03595722325
217	0.03586191223
218	0.03570308094
219	0.03549784151
220	0.03526415009
221	0.03507562237
222	0.0348785355
223	0.03473645089
224	0.03458931411
225	0.03449949751
226	0.03440445505
227	0.03427442541
228	0.0340708138
229	0.03387908438
230	0.03367961918
231	0.03355869945
232	0.03338439975
233	0.03321712855
234	0.03309871675
235	0.03299080808
236	0.032802655
237	0.03271052936
238	0.03252619508
239	0.03236298784
240	0.03223726615
241	0.03213006389
242	0.03202976021
243	0.03188963763
244	0.03176899318
245	0.03165698323
246	0.03155017098
247	0.03146616543
248	0.03140206815
249	0.03132013255
250	0.03120864858
251	0.03109302922
252	0.03100123806
253	0.03088143176
254	0.03077061953
255	0.03060607684
256	0.03045697481
257	0.03035390749
258	0.03019777115
259	0.03010193059
260	0.03003003249
261	0.02986614628
262	0.02973937535
263	0.02965255202
264	0.02952734615
265	0.02940013279
266	0.02923987076
267	0.02915170122
268	0.02898971542
269	0.02880266567
270	0.02873905167
271	0.02860121896
272	0.02853925727
273	0.02842729847
274	0.02823824804
275	0.02814232248
276	0.02801541612
277	0.02795947643
278	0.02785325032
279	0.02774485952
280	0.02765178325
281	0.02750925646
282	0.02744418562
283	0.02730452368
284	0.02723724483
285	0.02714286398
286	0.02704298851
287	0.02695678454
288	0.0267951001
289	0.02670580279
290	0.02654168206
291	0.02649475807
292	0.0263658327
293	0.02631405822
294	0.02618706823
295	0.02612896949
296	0.02604205319
297	0.02594208471
298	0.0258496214
299	0.02579675697
300	0.02570245618
301	0.02564686777
302	0.02550748927
303	0.02542795121
304	0.02528225197
305	0.02512375097
306	0.02508702305
307	0.0250282645
308	0.02493107164
309	0.02484686265
310	0.02476379077
311	0.02463587961
312	0.02454612604
313	0.02445448699
314	0.02438558721
315	0.02430093531
316	0.02415904005
317	0.02409193576
318	0.02394884991
319	0.02386389243
320	0.02378084402
321	0.02371224721
322	0.02366174748
323	0.02358975469
324	0.02352058055
325	0.02344297848
326	0.02328655094
327	0.02319091402
328	0.02309273036
329	0.0230017559
330	0.02292744614
331	0.02282370647
332	0.02272369232
333	0.02264938802
334	0.02257949277
335	0.02244712009
336	0.02238155287
337	0.02233181511
338	0.02224498475
339	0.02214827043
340	0.02203534121
341	0.02197038473
342	0.02188081247
343	0.02179455379
344	0.0216882305
345	0.02156382683
346	0.0214388092
347	0.02134261554
348	0.02122519004
349	0.02111763727
350	0.02101577681
351	0.02092617083
352	0.02083782264
353	0.02078175753
354	0.02067776384
355	0.02061069007
356	0.02057105071
357	0.02050701563
358	0.02040203392
359	0.02033190276
360	0.02027125529
361	0.02022504286
362	0.02016003196
363	0.02009338857
364	0.02000245196
365	0.01993092607
366	0.01988282899
367	0.01982808122
368	0.01978968814
369	0.01963553898
370	0.01955783017
371	0.01944037481
372	0.01935487139
373	0.01926697786
374	0.01919696234
375	0.01910791461
376	0.01902975441
377	0.01896161921
378	0.01890867575
379	0.01884025171
380	0.01878517415
381	0.01873566877
382	0.01865626052
383	0.01856471065
384	0.01850636023
385	0.01840831207
386	0.01831208927
387	0.01823733692
388	0.01818134285
389	0.01810258803
390	0.01803485494
391	0.0179811666
392	0.01791628303
393	0.01784808759
394	0.01780910175
395	0.01772974122
396	0.01766827957
397	0.01759464838
398	0.01748656138
399	0.01742141643
